,,open,high,low,close
BTC/USD,2025-11-05 15:35:00,103912.81000,103986.39000,103720.85000,103873.99000
BTC/USD,2025-11-05 15:30:00,103996.73000,104000.00000,103824.15000,103912.81000
BTC/USD,2025-11-05 15:25:00,104323.98000,104331.96000,103996.02000,103996.74000
BTC/USD,2025-11-05 15:20:00,104281.32000,104395.85000,104269.00000,104323.98000
BTC/USD,2025-11-05 15:15:00,104506.62000,104527.60000,104269.00000,104281.33000
BTC/USD,2025-11-05 15:10:00,104189.29000,104537.69000,104158.68000,104506.64000
BTC/USD,2025-11-05 15:05:00,104062.18000,104222.68000,104062.18000,104189.29000
BTC/USD,2025-11-05 15:00:00,103996.01000,104092.47000,103926.00000,104062.17000
BTC/USD,2025-11-05 14:55:00,104104.20000,104156.39000,103991.77000,103996.00000
BTC/USD,2025-11-05 14:50:00,104005.74000,104120.00000,103970.80000,104104.17000
BTC/USD,2025-11-05 14:45:00,104304.81000,104316.22000,103953.40000,104005.74000
BTC/USD,2025-11-05 14:40:00,104412.78000,104447.17000,104280.01000,104304.82000
BTC/USD,2025-11-05 14:35:00,104309.28000,104459.97000,104265.65000,104412.77000
BTC/USD,2025-11-05 14:30:00,104191.20000,104326.16000,104176.80000,104309.28000
BTC/USD,2025-11-05 14:25:00,104253.32000,104348.00000,104191.20000,104191.20000
BTC/USD,2025-11-05 14:20:00,104313.01000,104335.71000,104185.41000,104253.32000
BTC/USD,2025-11-05 14:15:00,104154.01000,104550.00000,104154.00000,104313.01000
BTC/USD,2025-11-05 14:10:00,104109.98000,104168.41000,104100.00000,104154.00000
BTC/USD,2025-11-05 14:05:00,104222.48000,104272.40000,104071.02000,104109.99000
BTC/USD,2025-11-05 14:00:00,104358.13000,104361.01000,104220.20000,104222.60000
BTC/USD,2025-11-05 13:55:00,104412.02000,104441.85000,104280.00000,104358.13000
BTC/USD,2025-11-05 13:50:00,104301.41000,104432.98000,104243.79000,104412.02000
BTC/USD,2025-11-05 13:45:00,104176.23000,104369.29000,104106.01000,104301.40000
BTC/USD,2025-11-05 13:40:00,104260.98000,104278.19000,104133.21000,104179.60000
BTC/USD,2025-11-05 13:35:00,104054.04000,104287.80000,104042.41000,104260.99000
BTC/USD,2025-11-05 13:30:00,104110.16000,104120.00000,104016.02000,104054.04000
BTC/USD,2025-11-05 13:25:00,104033.98000,104132.99000,103988.22000,104114.02000
BTC/USD,2025-11-05 13:20:00,104025.99000,104046.49000,103892.90000,104033.98000
BTC/USD,2025-11-05 13:15:00,103930.19000,104125.84000,103890.02000,104025.98000
BTC/USD,2025-11-05 13:10:00,103804.14000,103942.50000,103800.01000,103930.19000
BTC/USD,2025-11-05 13:05:00,103830.66000,103975.42000,103762.00000,103810.15000
BTC/USD,2025-11-05 13:00:00,103895.40000,103895.40000,103750.40000,103830.66000
BTC/USD,2025-11-05 12:55:00,103803.38000,103935.99000,103800.00000,103895.41000
BTC/USD,2025-11-05 12:50:00,103551.75000,103803.39000,103500.00000,103803.38000
BTC/USD,2025-11-05 12:45:00,103924.30000,103926.04000,103528.00000,103547.99000
BTC/USD,2025-11-05 12:40:00,103854.81000,103993.14000,103736.01000,103929.45000
BTC/USD,2025-11-05 12:35:00,103860.66000,103874.77000,103744.63000,103854.81000
BTC/USD,2025-11-05 12:30:00,103895.42000,103996.29000,103762.36000,103860.67000
BTC/USD,2025-11-05 12:25:00,103895.38000,104023.29000,103794.01000,103895.43000
BTC/USD,2025-11-05 12:20:00,103709.80000,103895.40000,103646.01000,103895.40000
BTC/USD,2025-11-05 12:15:00,103460.39000,103760.01000,103415.08000,103709.80000
BTC/USD,2025-11-05 12:10:00,103493.05000,103619.17000,103356.38000,103454.60000
BTC/USD,2025-11-05 12:05:00,103681.09000,103699.95000,103453.20000,103492.00000
BTC/USD,2025-11-05 12:00:00,103904.01000,103912.80000,103648.92000,103689.98000
BTC/USD,2025-11-05 11:55:00,103998.03000,104029.77000,103849.00000,103904.00000
BTC/USD,2025-11-05 11:50:00,103868.47000,104017.20000,103825.80000,103998.02000
BTC/USD,2025-11-05 11:45:00,103589.23000,103906.62000,103575.65000,103868.47000
BTC/USD,2025-11-05 11:40:00,103716.02000,103728.18000,103518.63000,103589.24000
BTC/USD,2025-11-05 11:35:00,103637.11000,103796.00000,103515.00000,103716.02000
BTC/USD,2025-11-05 11:30:00,103502.00000,103649.03000,103460.40000,103632.63000
BTC/USD,2025-11-05 11:25:00,103271.80000,103535.78000,103211.00000,103508.54000
BTC/USD,2025-11-05 11:20:00,103346.74000,103346.74000,103052.26000,103271.81000
BTC/USD,2025-11-05 11:15:00,103295.17000,103426.42000,103200.00000,103346.74000
BTC/USD,2025-11-05 11:10:00,103575.03000,103575.04000,103255.00000,103295.17000
BTC/USD,2025-11-05 11:05:00,103512.01000,103619.60000,103380.00000,103575.03000
BTC/USD,2025-11-05 11:00:00,103706.65000,103826.66000,103450.00000,103512.01000
BTC/USD,2025-11-05 10:55:00,103650.01000,103776.34000,103576.40000,103706.65000
BTC/USD,2025-11-05 10:50:00,103648.02000,103694.20000,103492.60000,103646.92000
BTC/USD,2025-11-05 10:45:00,103546.02000,103730.45000,103542.02000,103651.79000
BTC/USD,2025-11-05 10:40:00,103495.46000,103783.99000,103474.56000,103542.65000
BTC/USD,2025-11-05 10:35:00,103382.10000,103500.00000,103326.00000,103495.46000
BTC/USD,2025-11-05 10:30:00,103347.03000,103469.16000,103236.85000,103390.01000
BTC/USD,2025-11-05 10:25:00,103300.00000,103485.94000,103106.61000,103347.03000
BTC/USD,2025-11-05 10:20:00,103238.02000,103349.99000,103016.01000,103300.00000
BTC/USD,2025-11-05 10:15:00,102996.60000,103321.19000,102921.01000,103240.43000
BTC/USD,2025-11-05 10:10:00,103369.80000,103369.81000,102975.55000,102996.60000
BTC/USD,2025-11-05 10:05:00,102821.84000,103425.59000,102797.82000,103370.00000
BTC/USD,2025-11-05 10:00:00,103193.59000,103193.59000,102799.20000,102803.93000
BTC/USD,2025-11-05 09:55:00,103263.20000,103313.68000,103092.50000,103190.37000
BTC/USD,2025-11-05 09:50:00,103170.00000,103455.99000,103137.40000,103263.20000
BTC/USD,2025-11-05 09:45:00,102966.36000,103192.22000,102825.00000,103179.96000
BTC/USD,2025-11-05 09:40:00,102665.12000,103340.89000,102650.01000,102961.72000
BTC/USD,2025-11-05 09:35:00,102228.35000,102710.56000,102144.56000,102677.75000
BTC/USD,2025-11-05 09:30:00,102642.60000,102832.47000,102228.34000,102228.35000
BTC/USD,2025-11-05 09:25:00,102601.26000,102706.02000,102494.01000,102648.40000
BTC/USD,2025-11-05 09:20:00,102717.63000,102769.97000,102548.89000,102600.27000
BTC/USD,2025-11-05 09:15:00,102625.21000,102745.54000,102545.75000,102716.00000
BTC/USD,2025-11-05 09:10:00,102741.21000,102793.39000,102597.07000,102625.21000
BTC/USD,2025-11-05 09:05:00,102905.94000,103008.00000,102741.21000,102741.21000
BTC/USD,2025-11-05 09:00:00,102967.43000,103012.77000,102762.80000,102905.94000
BTC/USD,2025-11-05 08:55:00,103218.01000,103223.98000,102874.61000,102967.41000
BTC/USD,2025-11-05 08:50:00,102924.03000,103241.90000,102915.20000,103224.15000
BTC/USD,2025-11-05 08:45:00,102812.02000,103058.00000,102748.05000,102928.46000
BTC/USD,2025-11-05 08:40:00,102656.05000,102973.20000,102655.02000,102812.02000
BTC/USD,2025-11-05 08:35:00,102427.14000,102674.00000,102338.63000,102656.05000
BTC/USD,2025-11-05 08:30:00,102502.04000,102520.34000,102341.74000,102427.15000
BTC/USD,2025-11-05 08:25:00,102516.40000,102549.39000,102429.14000,102502.03000
BTC/USD,2025-11-05 08:20:00,102294.60000,102582.79000,102272.68000,102516.40000
BTC/USD,2025-11-05 08:15:00,102484.41000,102492.14000,102278.78000,102289.01000
BTC/USD,2025-11-05 08:10:00,102577.19000,102585.98000,102472.60000,102484.41000
BTC/USD,2025-11-05 08:05:00,102712.20000,102727.42000,102530.06000,102580.00000
BTC/USD,2025-11-05 08:00:00,102651.84000,102750.00000,102611.06000,102712.20000
BTC/USD,2025-11-05 07:55:00,102497.30000,102663.75000,102463.56000,102651.85000
BTC/USD,2025-11-05 07:50:00,102676.17000,102714.72000,102468.60000,102495.19000
BTC/USD,2025-11-05 07:45:00,102716.82000,102716.83000,102532.40000,102676.17000
BTC/USD,2025-11-05 07:40:00,102480.03000,102727.56000,102458.36000,102716.00000
BTC/USD,2025-11-05 07:35:00,102376.03000,102532.40000,102354.00000,102481.26000
BTC/USD,2025-11-05 07:30:00,102509.19000,102509.19000,102312.01000,102373.21000
BTC/USD,2025-11-05 07:25:00,102420.02000,102764.92000,102321.93000,102509.19000
BTC/USD,2025-11-05 07:20:00,102175.00000,102461.50000,102174.99000,102420.02000
BTC/USD,2025-11-05 07:15:00,102031.80000,102195.99000,102003.07000,102174.99000
BTC/USD,2025-11-05 07:10:00,102044.01000,102061.99000,101958.20000,102031.81000
BTC/USD,2025-11-05 07:05:00,101926.37000,102061.36000,101910.44000,102044.02000
BTC/USD,2025-11-05 07:00:00,102067.20000,102100.00000,101926.36000,101926.36000
BTC/USD,2025-11-05 06:55:00,102001.51000,102099.45000,101978.00000,102062.00000
BTC/USD,2025-11-05 06:50:00,101869.08000,102108.30000,101851.00000,102001.51000
BTC/USD,2025-11-05 06:45:00,101744.98000,101889.11000,101734.10000,101869.08000
BTC/USD,2025-11-05 06:40:00,101808.96000,101855.28000,101658.18000,101744.97000
BTC/USD,2025-11-05 06:35:00,101673.35000,101858.68000,101673.35000,101808.96000
BTC/USD,2025-11-05 06:30:00,101590.00000,101717.70000,101575.41000,101673.35000
BTC/USD,2025-11-05 06:25:00,101665.98000,101746.56000,101528.01000,101590.00000
BTC/USD,2025-11-05 06:20:00,101470.91000,101685.60000,101464.60000,101665.98000
BTC/USD,2025-11-05 06:15:00,101542.00000,101772.45000,101462.58000,101470.91000
BTC/USD,2025-11-05 06:10:00,101575.40000,101699.99000,101457.97000,101546.40000
BTC/USD,2025-11-05 06:05:00,101514.09000,101684.00000,101514.09000,101577.14000
BTC/USD,2025-11-05 06:00:00,101380.96000,101528.27000,101362.33000,101514.10000
BTC/USD,2025-11-05 05:55:00,101287.94000,101420.00000,101287.94000,101379.54000
BTC/USD,2025-11-05 05:50:00,101464.72000,101464.72000,101265.00000,101287.94000
BTC/USD,2025-11-05 05:45:00,101675.95000,101687.18000,101438.50000,101468.02000
BTC/USD,2025-11-05 05:40:00,101675.00000,101776.00000,101668.21000,101675.96000
BTC/USD,2025-11-05 05:35:00,101697.44000,101802.00000,101565.48000,101675.00000
BTC/USD,2025-11-05 05:30:00,101790.69000,101841.87000,101674.01000,101697.44000
BTC/USD,2025-11-05 05:25:00,101790.01000,101821.33000,101701.95000,101790.69000
BTC/USD,2025-11-05 05:20:00,101730.23000,101856.85000,101608.87000,101789.80000
BTC/USD,2025-11-05 05:15:00,101746.10000,101895.93000,101659.93000,101727.98000
BTC/USD,2025-11-05 05:10:00,101848.63000,101866.72000,101700.01000,101746.11000
BTC/USD,2025-11-05 05:05:00,101937.57000,101971.16000,101808.57000,101849.63000
BTC/USD,2025-11-05 05:00:00,101971.40000,101985.96000,101755.21000,101933.84000
BTC/USD,2025-11-05 04:55:00,101931.39000,102013.38000,101923.41000,101978.01000
BTC/USD,2025-11-05 04:50:00,101899.01000,101962.48000,101836.41000,101931.39000
BTC/USD,2025-11-05 04:45:00,101918.18000,101985.41000,101720.40000,101903.66000
BTC/USD,2025-11-05 04:40:00,101958.61000,101993.00000,101888.61000,101922.16000
BTC/USD,2025-11-05 04:35:00,101821.06000,101960.56000,101778.42000,101958.60000
BTC/USD,2025-11-05 04:30:00,101881.83000,101909.64000,101733.46000,101819.00000
BTC/USD,2025-11-05 04:25:00,101758.79000,101950.00000,101758.79000,101881.83000
BTC/USD,2025-11-05 04:20:00,101796.41000,101869.14000,101584.59000,101760.21000
BTC/USD,2025-11-05 04:15:00,101898.80000,102039.40000,101772.73000,101798.03000
BTC/USD,2025-11-05 04:10:00,102135.85000,102155.40000,101778.41000,101898.80000
BTC/USD,2025-11-05 04:05:00,101766.81000,102195.82000,101755.21000,102135.85000
BTC/USD,2025-11-05 04:00:00,101686.78000,101863.98000,101607.59000,101766.81000
BTC/USD,2025-11-05 03:55:00,101721.92000,101845.61000,101668.21000,101686.79000
BTC/USD,2025-11-05 03:50:00,101377.99000,101848.00000,101377.99000,101721.92000
BTC/USD,2025-11-05 03:45:00,101494.21000,101553.61000,101202.00000,101377.99000
BTC/USD,2025-11-05 03:40:00,101599.20000,101639.20000,101427.00000,101494.21000
BTC/USD,2025-11-05 03:35:00,101674.00000,101766.80000,101581.21000,101599.21000
BTC/USD,2025-11-05 03:30:00,101418.81000,101691.40000,101327.05000,101669.55000
BTC/USD,2025-11-05 03:25:00,101277.99000,101498.00000,101276.00000,101418.81000
BTC/USD,2025-11-05 03:20:00,101517.40000,101581.22000,101157.77000,101277.97000
BTC/USD,2025-11-05 03:15:00,101707.18000,101731.29000,101491.69000,101517.41000
BTC/USD,2025-11-05 03:10:00,101811.12000,101857.36000,101640.39000,101707.18000
BTC/USD,2025-11-05 03:05:00,101733.12000,101842.55000,101702.60000,101810.23000
BTC/USD,2025-11-05 03:00:00,101983.75000,101990.01000,101687.05000,101733.11000
BTC/USD,2025-11-05 02:55:00,101999.00000,102142.08000,101980.81000,101988.04000
BTC/USD,2025-11-05 02:50:00,101923.84000,101998.99000,101877.58000,101998.99000
BTC/USD,2025-11-05 02:45:00,101931.98000,101934.71000,101851.20000,101923.84000
BTC/USD,2025-11-05 02:40:00,101871.31000,101963.67000,101825.50000,101931.99000
BTC/USD,2025-11-05 02:35:00,101851.77000,101919.56000,101773.44000,101871.31000
BTC/USD,2025-11-05 02:30:00,101810.59000,101899.99000,101746.00000,101851.76000
BTC/USD,2025-11-05 02:25:00,101763.89000,101854.08000,101690.82000,101810.60000
BTC/USD,2025-11-05 02:20:00,101848.33000,101870.53000,101593.99000,101763.89000
BTC/USD,2025-11-05 02:15:00,101917.44000,101936.90000,101848.33000,101848.33000
BTC/USD,2025-11-05 02:10:00,101940.47000,101944.00000,101739.54000,101917.45000
BTC/USD,2025-11-05 02:05:00,101975.07000,101975.07000,101868.36000,101940.49000
BTC/USD,2025-11-05 02:00:00,102109.99000,102135.97000,101975.05000,101975.07000
BTC/USD,2025-11-05 01:55:00,101969.40000,102130.56000,101952.01000,102109.99000
BTC/USD,2025-11-05 01:50:00,101957.76000,102135.92000,101957.76000,101969.40000
BTC/USD,2025-11-05 01:45:00,101883.73000,101956.53000,101813.77000,101954.86000
BTC/USD,2025-11-05 01:40:00,101809.38000,101906.17000,101715.85000,101883.73000
BTC/USD,2025-11-05 01:35:00,102032.52000,102057.97000,101779.40000,101807.29000
BTC/USD,2025-11-05 01:30:00,101905.92000,102057.97000,101867.43000,102032.51000
BTC/USD,2025-11-05 01:25:00,101822.28000,101905.92000,101782.72000,101905.92000
BTC/USD,2025-11-05 01:20:00,101900.15000,101917.44000,101682.65000,101822.28000
BTC/USD,2025-11-05 01:15:00,101652.66000,101900.16000,101518.00000,101900.16000
BTC/USD,2025-11-05 01:10:00,101612.18000,101721.08000,101480.00000,101652.66000
BTC/USD,2025-11-05 01:05:00,101698.81000,101718.72000,101501.60000,101612.18000
BTC/USD,2025-11-05 01:00:00,101810.14000,101813.37000,101672.55000,101698.31000
BTC/USD,2025-11-05 00:55:00,101723.02000,101818.53000,101664.35000,101810.14000
BTC/USD,2025-11-05 00:50:00,101645.73000,101761.58000,101594.23000,101723.02000
BTC/USD,2025-11-05 00:45:00,101789.22000,101792.01000,101586.74000,101645.73000
BTC/USD,2025-11-05 00:40:00,101862.18000,101939.80000,101771.80000,101789.22000
BTC/USD,2025-11-05 00:35:00,102007.29000,102018.47000,101727.70000,101862.18000
BTC/USD,2025-11-05 00:30:00,101871.37000,102078.20000,101861.10000,102007.29000
BTC/USD,2025-11-05 00:25:00,101798.31000,101913.41000,101671.04000,101870.34000
BTC/USD,2025-11-05 00:20:00,102136.32000,102168.00000,101792.00000,101806.00000
BTC/USD,2025-11-05 00:15:00,102245.76000,102310.16000,102124.15000,102136.33000
BTC/USD,2025-11-05 00:10:00,102148.03000,102343.95000,102102.02000,102245.77000
BTC/USD,2025-11-05 00:05:00,102008.51000,102203.40000,101964.92000,102156.00000
BTC/USD,2025-11-05 00:00:00,101983.99000,102050.00000,101952.00000,102008.51000
BTC/USD,2025-11-04 23:55:00,101859.85000,101984.00000,101786.16000,101984.00000
BTC/USD,2025-11-04 23:50:00,102128.13000,102189.74000,101854.08000,101854.09000
BTC/USD,2025-11-04 23:45:00,102053.06000,102145.20000,102026.89000,102128.13000
BTC/USD,2025-11-04 23:40:00,101870.02000,102123.19000,101870.02000,102053.03000
BTC/USD,2025-11-04 23:35:00,101667.31000,101970.17000,101660.38000,101870.01000
BTC/USD,2025-11-04 23:30:00,101559.99000,101759.70000,101505.24000,101667.30000
BTC/USD,2025-11-04 23:25:00,101701.64000,101790.57000,101538.70000,101559.99000
BTC/USD,2025-11-04 23:20:00,101848.33000,101905.18000,101647.32000,101701.63000
BTC/USD,2025-11-04 23:15:00,101916.59000,101986.56000,101841.00000,101848.33000
BTC/USD,2025-11-04 23:10:00,101966.03000,102034.15000,101894.40000,101920.00000
BTC/USD,2025-11-04 23:05:00,102131.58000,102230.13000,101890.01000,101966.05000
BTC/USD,2025-11-04 23:00:00,102126.00000,102214.25000,102055.68000,102131.59000
BTC/USD,2025-11-04 22:55:00,102145.99000,102184.17000,102044.17000,102126.00000
BTC/USD,2025-11-04 22:50:00,102072.02000,102194.00000,101973.61000,102145.99000
BTC/USD,2025-11-04 22:45:00,102208.64000,102270.63000,102067.21000,102078.78000
BTC/USD,2025-11-04 22:40:00,102144.01000,102224.04000,102072.96000,102209.99000
BTC/USD,2025-11-04 22:35:00,102144.20000,102206.01000,102003.85000,102147.98000
BTC/USD,2025-11-04 22:30:00,102102.04000,102147.84000,101842.59000,102144.20000
BTC/USD,2025-11-04 22:25:00,101842.03000,102113.99000,101825.46000,102103.12000
BTC/USD,2025-11-04 22:20:00,101590.00000,101864.00000,101583.26000,101842.04000
BTC/USD,2025-11-04 22:15:00,101715.83000,101761.92000,101486.82000,101590.00000
BTC/USD,2025-11-04 22:10:00,101730.03000,101760.01000,101594.88000,101719.99000
BTC/USD,2025-11-04 22:05:00,101877.96000,101877.99000,101529.00000,101721.27000
BTC/USD,2025-11-04 22:00:00,101671.51000,101877.12000,101454.02000,101872.46000
BTC/USD,2025-11-04 21:55:00,101450.89000,101738.00000,101364.48000,101665.62000
BTC/USD,2025-11-04 21:50:00,101398.38000,101550.98000,101262.00000,101450.89000
BTC/USD,2025-11-04 21:45:00,101718.06000,101921.12000,101312.67000,101393.33000
BTC/USD,2025-11-04 21:40:00,101583.35000,101718.06000,101418.82000,101718.06000
BTC/USD,2025-11-04 21:35:00,101354.02000,101623.48000,101260.20000,101583.35000
BTC/USD,2025-11-04 21:30:00,101278.01000,101480.00000,101145.60000,101354.02000
BTC/USD,2025-11-04 21:25:00,101439.36000,101439.36000,101048.80000,101278.00000
BTC/USD,2025-11-04 21:20:00,101358.42000,101489.99000,101136.00000,101439.37000
BTC/USD,2025-11-04 21:15:00,101105.28000,101460.98000,100890.03000,101358.41000
BTC/USD,2025-11-04 21:10:00,101182.56000,101243.49000,100951.19000,101105.28000
BTC/USD,2025-11-04 21:05:00,101214.01000,101576.00000,101180.16000,101190.02000
BTC/USD,2025-11-04 21:00:00,100742.40000,101400.00000,100742.39000,101215.54000
BTC/USD,2025-11-04 20:55:00,100632.17000,100999.42000,100483.20000,100742.39000
BTC/USD,2025-11-04 20:50:00,99880.04000,100638.62000,99701.16000,100632.17000
BTC/USD,2025-11-04 20:45:00,99318.36000,99936.00000,99227.52000,99880.04000
BTC/USD,2025-11-04 20:40:00,98973.97000,99388.79000,98950.00000,99318.36000
BTC/USD,2025-11-04 20:35:00,99128.01000,99512.50000,98953.53000,98972.28000
BTC/USD,2025-11-04 20:30:00,99083.93000,99567.29000,98964.60000,99132.77000
BTC/USD,2025-11-04 20:25:00,99457.06000,99457.07000,99044.73000,99081.96000
BTC/USD,2025-11-04 20:20:00,99667.37000,99765.99000,99320.77000,99457.06000
BTC/USD,2025-11-04 20:15:00,100362.23000,100373.76000,99640.27000,99667.38000
BTC/USD,2025-11-04 20:10:00,100097.27000,100385.28000,100097.11000,100362.23000
BTC/USD,2025-11-04 20:05:00,100214.00000,100312.00000,100021.87000,100096.93000
BTC/USD,2025-11-04 20:00:00,100542.65000,100626.06000,100192.10000,100214.00000
BTC/USD,2025-11-04 19:55:00,100687.94000,100696.31000,100500.00000,100542.65000
BTC/USD,2025-11-04 19:50:00,100462.00000,100696.31000,100327.92000,100687.94000
BTC/USD,2025-11-04 19:45:00,100364.01000,100513.83000,100364.01000,100461.99000
BTC/USD,2025-11-04 19:40:00,100707.84000,100738.00000,100350.01000,100364.01000
BTC/USD,2025-11-04 19:35:00,100842.14000,100842.14000,100556.00000,100707.83000
BTC/USD,2025-11-04 19:30:00,100945.61000,101068.09000,100750.00000,100842.15000
BTC/USD,2025-11-04 19:25:00,101274.17000,101283.83000,100937.99000,100949.83000
BTC/USD,2025-11-04 19:20:00,101398.11000,101479.67000,101228.83000,101274.17000
BTC/USD,2025-11-04 19:15:00,101086.00000,101420.98000,100946.00000,101398.10000
BTC/USD,2025-11-04 19:10:00,101104.90000,101203.15000,101055.66000,101088.00000
BTC/USD,2025-11-04 19:05:00,101346.01000,101440.00000,101088.00000,101104.91000
